osvdbTitle,IP,status,lastSeenDate,ports,assetId,firstSeenDate,vulnId,formattedRisk
Python HTTP_PROXY environment variable HTTP traffic redirect,10.506.35.133,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,174979,High
SNMP Responds to Any Community Name,10.506.35.143,opened,2018-09-29 09:18:30.0,161,,2017-01-08 07:17:06.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.68,opened,2018-09-29 18:45:57.0,4421,443,5666,9000,,2017-01-08 05:31:15.0,140546,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.69,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95007,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.71,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95219,High
SNMP Responds to Any Community Name,10.506.35.72,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95247,High
Atmel - SNMP Community String Vulnerability,10.506.35.73,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,16755,High
SNMP Responds to Any Community Name,10.506.35.74,opened,2018-09-29 09:18:08.0,161,,2017-01-08 07:17:06.0,95247,High
SNMP Responds to Any Community Name,10.506.35.75,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.76,opened,2018-09-29 22:52:03.0,5989,,2018-05-19 23:38:29.0,140546,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.82,opened,2018-09-29 20:13:54.0,5666,,2018-07-21 18:45:24.0,140546,High
Atmel - SNMP Community String Vulnerability,10.506.35.83,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,16755,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.84,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,97101,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.85,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95219,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.86,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,97101,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.87,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95007,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.133,opened,2018-09-29 09:20:35.0,443,,2017-01-08 07:24:35.0,140546,High
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.143,opened,2018-09-29 18:42:51.0,3389,,2017-01-07 17:35:35.0,8076,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.68,opened,2018-09-29 18:42:51.0,21,,2017-01-07 17:35:35.0,88648,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.74,opened,2018-09-29 20:09:34.0,5666,8083,,2017-01-07 19:05:34.0,137475,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 20:09:34.0,1433,3389,,2017-01-21 13:42:56.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 20:03:23.0,443,5989,,2017-01-21 15:31:29.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 20:03:23.0,443,5989,,2017-01-21 15:31:29.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 20:03:23.0,443,5989,,2017-01-21 15:31:29.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 18:34:12.0,3389,,2017-01-07 17:29:33.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 18:28:51.0,3389,,2017-01-07 17:34:12.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-09-29 20:38:32.0,1433,3389,,2017-01-21 13:28:57.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-09-29 20:38:32.0,1433,3389,,2017-01-21 13:28:57.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-09-29 20:38:32.0,3389,,2017-01-07 19:03:27.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:08:35.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:08:35.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:08:35.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 20:40:30.0,443,,2017-01-21 15:18:33.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 20:40:30.0,443,,2017-01-21 15:18:33.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 20:40:30.0,443,,2017-01-21 15:18:33.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 15:35:53.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 15:35:53.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 15:35:53.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 18:38:42.0,3389,,2017-01-07 17:45:01.0,8076,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.83,opened,2018-09-29 09:20:35.0,443,,2017-01-08 07:24:35.0,137475,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 18:30:13.0,3389,,2017-01-07 17:39:57.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 19:24:33.0,443,5989,,2017-01-21 14:17:31.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:24:33.0,443,5989,,2017-01-21 14:17:31.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 19:24:33.0,443,5989,,2017-01-21 14:17:31.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.69,opened,2018-09-29 18:43:11.0,3389,,2016-12-11 03:17:18.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:24:47.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:24:47.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:24:47.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 19:35:19.0,443,5989,,2017-01-21 15:24:48.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 19:35:19.0,443,5989,,2017-01-21 15:24:48.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:35:19.0,443,5989,,2017-01-21 15:24:48.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 20:54:08.0,443,5989,,2017-01-21 15:16:48.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 20:54:08.0,443,5989,,2017-01-21 15:16:48.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-09-29 20:54:08.0,443,5989,,2017-01-21 15:16:48.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 18:24:28.0,3389,,2017-01-07 17:30:15.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.86,opened,2018-09-29 18:21:14.0,1433,3389,,2017-05-27 12:55:29.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-09-29 18:21:14.0,1433,3389,,2017-05-27 12:55:29.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-09-29 18:21:14.0,3389,,2017-05-27 12:55:29.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 18:21:14.0,1433,3389,,2017-05-27 12:55:29.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 22:05:48.0,443,5989,,2017-04-29 11:02:10.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 22:05:48.0,443,5989,,2017-04-29 11:02:10.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 22:05:48.0,443,5989,,2017-04-29 11:02:10.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 19:38:49.0,443,5989,,2017-01-21 14:45:18.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 19:38:49.0,443,5989,,2017-01-21 14:45:18.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 19:38:49.0,443,5989,,2017-01-21 14:45:18.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 18:54:30.0,443,5989,,2017-01-21 14:34:07.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-09-29 18:54:30.0,443,5989,,2017-01-21 14:34:07.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 18:54:30.0,443,5989,,2017-01-21 14:34:07.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-09-29 18:24:28.0,3389,,2017-01-07 17:34:52.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 19:11:25.0,443,5989,,2017-01-21 14:03:11.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 19:11:25.0,443,5989,,2017-01-21 14:03:11.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:11:25.0,443,5989,,2017-01-21 14:03:11.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 20:24:48.0,1433,3389,,2017-03-04 15:37:20.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.69,opened,2018-09-29 20:24:48.0,3389,,2017-01-08 06:45:08.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 20:24:48.0,1433,3389,,2017-03-04 15:37:20.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 22:06:59.0,443,5989,,2017-03-04 11:15:25.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 22:06:59.0,443,5989,,2017-03-04 11:15:25.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 22:06:59.0,443,5989,,2017-03-04 11:15:25.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-09-29 18:31:45.0,3389,,2017-01-07 17:29:05.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-09-29 18:36:38.0,3389,,2017-01-07 17:28:39.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 20:00:24.0,3389,,2017-01-07 19:15:22.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 20:00:24.0,3389,8083,,2017-01-21 13:34:30.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-09-29 20:00:24.0,3389,8083,,2017-01-21 13:34:30.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-09-29 20:00:24.0,3389,8083,,2017-01-21 13:34:30.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-09-29 19:04:16.0,443,5989,,2017-01-21 13:35:18.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-09-29 19:04:16.0,443,5989,,2017-01-21 13:35:18.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 19:04:16.0,443,5989,,2017-01-21 13:35:18.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:46:07.0,443,5989,,2017-01-21 14:57:50.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 19:46:07.0,443,5989,,2017-01-21 14:57:50.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 19:46:07.0,443,5989,,2017-01-21 14:57:50.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 20:56:27.0,443,5989,,2017-01-21 15:26:27.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 20:56:27.0,443,5989,,2017-01-21 15:26:27.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 20:56:27.0,443,5989,,2017-01-21 15:26:27.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.74,opened,2018-09-29 20:31:53.0,3389,,2017-01-07 18:56:06.0,8076,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.75,opened,2018-09-29 20:45:43.0,,,2018-06-30 20:42:55.0,206000,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.76,opened,2018-09-29 20:45:43.0,,,2018-09-29 20:45:43.0,217986,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.82,opened,2018-09-29 20:45:43.0,,,2018-06-30 20:42:55.0,205998,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.83,opened,2018-09-29 20:45:43.0,,,2018-06-30 20:42:55.0,205681,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.84,opened,2018-09-29 20:45:43.0,,,2018-09-29 20:45:43.0,217985,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.133,opened,2018-09-29 20:45:43.0,,,2018-09-29 20:45:43.0,218006,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.143,opened,2018-09-29 20:45:43.0,,,2018-06-30 20:42:55.0,205682,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.68,opened,2018-09-29 20:45:43.0,,,2018-06-30 20:42:55.0,208998,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.69,opened,2018-09-29 18:23:47.0,3389,,2017-01-07 17:42:12.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 22:04:17.0,443,5989,,2017-03-04 11:14:16.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 22:04:17.0,443,5989,,2017-03-04 11:14:16.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 22:04:17.0,443,5989,,2017-03-04 11:14:16.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 19:34:50.0,443,5989,,2017-01-21 14:37:35.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 19:34:50.0,443,5989,,2017-01-21 14:37:35.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 19:34:50.0,443,5989,,2017-01-21 14:37:35.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 20:38:35.0,1433,3389,,2017-01-21 13:43:17.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-09-29 20:38:35.0,1433,3389,,2017-01-21 13:43:17.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-09-29 20:38:35.0,1433,3389,,2017-01-21 13:43:17.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 20:38:35.0,3389,,2017-01-07 19:18:25.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:16:49.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:16:49.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 19:16:09.0,443,5989,,2017-01-21 14:16:49.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.143,opened,2018-09-29 20:01:38.0,3389,,2017-01-07 19:03:34.0,8076,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.68,opened,2018-09-29 20:03:22.0,1494,,2017-01-07 19:03:30.0,49946,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 20:51:24.0,443,5989,,2017-09-09 09:51:04.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 20:51:24.0,443,5989,,2017-09-09 09:51:04.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 20:51:24.0,443,5989,,2017-09-09 09:51:04.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-09-29 18:24:07.0,3389,,2017-01-07 17:37:29.0,8076,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.74,opened,2018-09-29 22:01:13.0,,,2018-09-29 22:01:13.0,217986,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.75,opened,2018-09-29 22:01:13.0,,,2018-06-30 22:20:36.0,208998,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.76,opened,2018-09-29 22:01:13.0,,,2018-06-30 22:20:36.0,205998,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.82,opened,2018-09-29 22:01:13.0,,,2018-06-30 22:20:36.0,205681,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.83,opened,2018-09-29 22:01:13.0,,,2018-06-30 22:20:36.0,205682,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.84,opened,2018-09-29 22:01:13.0,,,2018-06-30 22:20:36.0,206000,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.133,opened,2018-09-29 22:01:13.0,,,2018-09-29 22:01:13.0,217985,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.143,opened,2018-09-29 22:01:13.0,,,2018-09-29 22:01:13.0,218006,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.68,opened,2018-09-29 19:54:35.0,3389,,2017-01-07 19:07:27.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 18:35:38.0,443,5989,,2017-01-21 14:29:17.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 18:35:38.0,443,5989,,2017-01-21 14:29:17.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 18:35:38.0,443,5989,,2017-01-21 14:29:17.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-09-29 20:14:17.0,3389,,2017-01-07 18:23:59.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.74,opened,2018-09-29 20:25:54.0,3389,,2017-01-08 06:46:47.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 19:19:56.0,443,5989,,2017-01-21 14:15:37.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:19:56.0,443,5989,,2017-01-21 14:15:37.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 19:19:56.0,443,5989,,2017-01-21 14:15:37.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 19:56:40.0,443,5989,,2017-01-21 15:24:09.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 19:56:40.0,443,5989,,2017-01-21 15:24:09.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.85,opened,2018-09-29 19:56:40.0,443,5989,,2017-01-21 15:24:09.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.86,opened,2018-09-29 18:51:12.0,443,5989,,2017-01-21 13:43:39.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-09-29 18:51:12.0,443,5989,,2017-01-21 13:43:39.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 18:51:12.0,443,5989,,2017-01-21 13:43:39.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.143,opened,2018-09-29 20:35:41.0,3389,,2017-01-07 18:27:22.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 20:51:25.0,443,5989,,2017-01-21 15:24:46.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 20:51:25.0,443,5989,,2017-01-21 15:24:46.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 20:51:25.0,443,5989,,2017-01-21 15:24:46.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-09-29 18:21:54.0,3389,,2017-03-04 12:22:49.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 22:03:48.0,443,5989,,2017-01-21 15:30:26.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-09-29 22:03:48.0,443,5989,,2017-01-21 15:30:26.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 22:03:48.0,443,5989,,2017-01-21 15:30:26.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:13:36.0,443,5989,,2017-01-21 14:09:25.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 19:13:36.0,443,5989,,2017-01-21 14:09:25.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 19:13:36.0,443,5989,,2017-01-21 14:09:25.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-09-29 19:43:51.0,443,5989,,2017-01-21 14:52:54.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 19:43:51.0,443,5989,,2017-01-21 14:52:54.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-09-29 19:43:51.0,443,5989,,2017-01-21 14:52:54.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 19:59:07.0,443,5989,,2017-01-21 15:19:03.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 19:59:07.0,443,5989,,2017-01-21 15:19:03.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 19:59:07.0,443,5989,,2017-01-21 15:19:03.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 20:54:09.0,443,5989,,2017-01-21 15:27:06.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-09-29 20:54:09.0,443,5989,,2017-01-21 15:27:06.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 20:54:09.0,443,5989,,2017-01-21 15:27:06.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-09-29 19:01:02.0,443,5989,,2017-01-21 14:57:50.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:01:02.0,443,5989,,2017-01-21 14:57:50.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 19:01:02.0,443,5989,,2017-01-21 14:57:50.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-09-29 19:28:37.0,443,5989,,2017-01-21 14:24:06.0,44305,Medium
