osvdbTitle,IP,status,lastSeenDate,assignedToUser,firstSeenDate,vulnId,formattedRisk
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,100902,Medium
TLS Diffie-Hellman Key Exchange information disclosure,10.506.35.143,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,162603,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.68,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,137475,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.69,opened,2018-08-25 16:30:19.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:54:36.0,137475,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 16:30:19.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:54:36.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-08-25 19:15:52.0, jaroslaw.dobiech@comarch.pl,2017-09-09 15:23:01.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-08-25 16:26:23.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:27:20.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:00:52.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:00:52.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-08-25 18:35:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:00:52.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:10:34.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:10:34.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:10:34.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 17:51:09.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 17:51:09.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-08-25 17:51:09.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:12:23.0,44305,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.69,opened,2018-08-25 21:41:32.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:57:07.0,205998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.71,opened,2018-08-25 21:41:32.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:57:07.0,205682,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.72,opened,2018-08-25 21:41:32.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:57:07.0,208998,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.73,opened,2018-08-25 21:41:32.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:57:07.0,206000,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.74,opened,2018-08-25 21:41:32.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:57:07.0,205681,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 16:37:04.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:35:27.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-08-25 18:35:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:25:13.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 18:35:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:25:13.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 18:35:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:25:13.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.84,opened,2018-08-25 17:46:04.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:05:54.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-08-25 17:46:04.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:05:54.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-08-25 17:46:04.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:05:54.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 18:25:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:42:47.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 18:25:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:42:47.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-08-25 18:25:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:42:47.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 21:59:03.0, jaroslaw.dobiech@comarch.pl,2017-01-21 16:14:57.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-08-25 21:59:03.0, jaroslaw.dobiech@comarch.pl,2017-01-21 16:14:57.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-08-25 21:59:03.0, jaroslaw.dobiech@comarch.pl,2017-01-21 16:14:57.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 19:11:49.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:26:56.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-08-25 17:35:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:28:36.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 17:35:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:28:36.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 17:35:54.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:28:36.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-08-25 16:18:23.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:00:06.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.85,opened,2018-08-25 17:14:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:30:21.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.86,opened,2018-08-25 17:14:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:30:21.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-08-25 17:14:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:30:21.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 18:13:05.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:35:18.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 18:13:05.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:35:18.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-08-25 18:13:05.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:35:18.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 19:02:52.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:44:44.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 19:02:52.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:44:44.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 19:02:52.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:44:44.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-08-25 19:02:52.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:44:44.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 21:35:07.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:28:45.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 21:35:07.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:28:45.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-08-25 21:35:07.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:28:45.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 16:50:23.0, jaroslaw.dobiech@comarch.pl,2017-04-08 11:12:59.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-08-25 16:50:23.0, jaroslaw.dobiech@comarch.pl,2017-01-08 05:26:02.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-08-25 16:50:23.0, jaroslaw.dobiech@comarch.pl,2017-04-08 11:12:59.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-08-25 16:27:24.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:37:09.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:59:31.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:59:31.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:59:31.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-08-25 16:24:06.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:22:48.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-08-25 16:24:06.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:22:48.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-08-25 16:24:06.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:22:48.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-08-25 16:24:06.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:22:48.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 16:45:24.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:50:46.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 21:49:52.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:12:45.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 21:49:52.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:12:45.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-08-25 21:49:52.0, jaroslaw.dobiech@comarch.pl,2017-03-04 11:12:45.0,100902,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.84,opened,2018-08-25 18:47:16.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:04:42.0,49946,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-08-25 16:38:11.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:32:43.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-08-25 18:28:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:51:45.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-08-25 18:28:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:51:45.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 18:28:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:51:45.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-08-25 17:23:43.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:52:29.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-08-25 17:23:43.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:52:29.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-08-25 17:23:43.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:52:29.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-08-25 18:26:39.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:21.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-08-25 18:26:39.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:21.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-08-25 18:26:39.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:37:21.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 17:57:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:22:47.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-08-25 17:57:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:22:47.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-08-25 17:57:52.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:22:47.0,44305,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.82,opened,2018-08-25 21:38:54.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:53:59.0,208998,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.83,opened,2018-08-25 21:38:54.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:53:59.0,205682,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.84,opened,2018-08-25 21:38:54.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:53:59.0,206000,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-08-25 19:11:25.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:22:34.0,8076,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.143,opened,2018-08-25 21:38:54.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:53:59.0,205681,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.68,opened,2018-08-25 21:38:54.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:53:59.0,205998,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 18:06:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:33:08.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-08-25 18:06:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:33:08.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 18:06:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:33:08.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-08-25 19:19:27.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:03:42.0,8076,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.74,opened,2018-08-25 19:19:27.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:03:42.0,88648,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-08-25 17:22:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:53:16.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 19:02:31.0, jaroslaw.dobiech@comarch.pl,2018-04-21 19:32:24.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 19:02:31.0, jaroslaw.dobiech@comarch.pl,2018-04-21 19:32:24.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-08-25 19:02:31.0, jaroslaw.dobiech@comarch.pl,2018-04-21 19:32:24.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:19:20.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.85,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:19:20.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:19:20.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-08-25 18:46:21.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:12.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 18:46:21.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:12.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 18:46:21.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:12.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:13:43.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:13:43.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 17:56:45.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:13:43.0,44305,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.72,opened,2018-08-25 22:07:01.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:28:17.0,205682,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.73,opened,2018-08-25 22:07:01.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:28:17.0,206000,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.74,opened,2018-08-25 22:07:01.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:28:17.0,205681,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.75,opened,2018-08-25 22:07:01.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:28:17.0,208998,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.76,opened,2018-08-25 22:07:01.0, jaroslaw.dobiech@comarch.pl,2018-06-30 22:28:17.0,205998,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-08-25 18:51:35.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:35:36.0,8076,Medium
CVE-2018-6356 - Jenkins - Jenkins - Medium,10.506.35.83,opened,2018-08-25 19:19:35.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:09:01.0,208395,Medium
CVE-2018-1000068 - Jenkins - Jenkins - Medium,10.506.35.84,opened,2018-08-25 19:19:35.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:09:01.0,208409,Medium
CVE-2018-1000169 - Jenkins - Jenkins - Medium,10.506.35.133,opened,2018-08-25 19:19:35.0, jaroslaw.dobiech@comarch.pl,2018-06-30 21:09:01.0,210920,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-08-25 18:35:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:03:41.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-08-25 18:35:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:03:41.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 18:35:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:03:41.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 19:07:08.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:34:31.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 19:07:08.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:46:37.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 19:07:08.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:46:37.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 19:07:08.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:46:37.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-08-25 17:24:23.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:00:10.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-08-25 17:24:23.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:00:10.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 17:24:23.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:00:10.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:59.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:59.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.85,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:29:59.0,44305,Medium
CVE-2014-3566 - TLS.SSLv3 Fallback - The POODLE attack,10.506.35.86,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:05:34.0,137475,Medium
CVE-2013-2566 - RC4 - Plaintext-Recovery Issue,10.506.35.87,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:05:34.0,92441,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:05:34.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:42:56.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:42:56.0,101808,Medium
CVE-2015-2808 - RC4 Algorithm - Bar Mitzvah Issue,10.506.35.69,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-07 19:05:34.0,161204,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-08-25 18:57:47.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:42:56.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-08-25 19:03:15.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:31:29.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-08-25 19:03:15.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:31:29.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-08-25 19:03:15.0, jaroslaw.dobiech@comarch.pl,2017-01-21 15:31:29.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-08-25 16:36:41.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:29:33.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-08-25 16:32:35.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:34:12.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-08-25 19:21:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:28:57.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-08-25 19:21:17.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:28:57.0,100902,Medium
